降霊者	降霊者（降）【村人陣営】\n1度だけ1日の間死者を降霊して、昼の会話に参加させることができます。\n会話に参加させるだけなので投票などは行えません。\n発動は夜明け時です。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\nセットメッセージ\nID:P191rZyg は ささへい 笹平 の霊を降ろします。\nID:P191rZyg は降霊対象選択を取り消します。\nID:P191rZyg は降霊しません。\n能力発動メッセージ\nID:P191rZyg は ささへい 笹平 の霊を降ろしました。\n相手側メッセージ\nささへい 笹平 は一時的に現世に呼び寄せられました。\n
粛正人	粛正人（粛）【村人陣営】\n粛正人が生存している間、処刑対象者が複数いる場合全て処刑されます。\n
集計人	集計人（集）【村人陣営】\n他者の投票の決定やキャンセルを知ることができます。さらに票数非公開状態でも票数公開情報が集計人にのみ開示されます。\n
指導者	指導者（指）【村人陣営】\n夜の間でも発言することが出来ます。\n長期村時では発言回数/アクション回数が減少しません。\n
未練者	未練者（未）【村人陣営】\n昼の間だけ墓下から通常の発言ができます。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\n
侍	侍（侍）【村人陣営】\n護衛成功した場合人狼1人と相打ちになる狩人です。\nセットメッセージ\nID:r6lpauci は 暇bot にわにわ を護衛します。\nID:r6lpauci は護衛対象選択を取り消します。\n能力発動メッセージ\nID:r6lpauci は、暇bot にわにわ を護衛しています。\nID:r6lpauci は、暇bot にわにわ を護衛しています。(ランダム)\n護衛が成功した場合（襲撃側表示）\n人狼猫 アイナス は返り討ちにあいました。\n護衛が成功した場合（侍側表示）\nID:r6lpauci は 人狼猫 アイナス と相打ちになりました。\n
忍者	忍者（忍）【村人陣営】\n2日目以降隠密対象を選択でき、対象が襲撃され死亡すると襲撃者を一人暗殺します。\n護衛が成功した場合など隠密対象が死亡しなかった場合は何も起こりません。\n人狼系/一匹狼/殺人鬼を選択対象にすると死んでしまいます。\nセットメッセージ\nID:qwXfVnHl は 中国産 nananana の側に潜みます。\nID:qwXfVnHl は隠密対象選択を取り消します。\n能力発動メッセージ\nID:qwXfVnHl は、中国産 nananana の側で潜んでいます。\nID:qwXfVnHl は、中国産 nananana の側で潜んでいます。(ランダム)\nID:qwXfVnHl は、執務官 Rain の側で潜んでいます。\nしかし 執務官 Rain に襲われました。\nID:qwXfVnHl は、執務官 Rain の側で潜んでいます。(ランダム)\nしかし 執務官 Rain に襲われました。\n成功した場合（襲撃側表示）\n人狼猫 アイナス は返り討ちにあいました。\n成功した場合（忍者側表示）\nID:qwXfVnHl は襲撃後の隙を狙い 人狼猫 アイナス を暗殺しました。\n
盗賊	盗賊（盗）【特殊陣営】\n2日目以降に盗み対象を選択できます。\n対象の役職を勢力ごと盗み自分の役職にします。\n盗まれた相手は村陣営だった場合ただの【村人】になります。元が村陣営以外の役職だった場合は【狂人】になります。\n最後まで盗賊のままでいると敗北になります。\nセットメッセージ\nID:sRDx6Kx6 は 乳首 つかにゃん の能力を盗みます。\nID:sRDx6Kx6 は盗み対象選択を取り消します。\nID:sRDx6Kx6 は盗みません。\n能力発動メッセージ\nID:sRDx6Kx6 は 乳首 つかにゃん の能力を盗んで 超人 になりました。\nID:sRDx6Kx6 は 乳首 つかにゃん の能力を盗んで 超人 になりました。(ランダム)\n
墓荒らし	墓荒らし（荒）【特殊陣営】\n2日目以降に墓を荒らす対象として死亡者を選択できます。\n選択した対象と同じ役職になります。\n最後まで墓荒らしのままでいると敗北になります。\nセットメッセージ\nID:KOaLU83g は 魔法少女 しえすた の墓を荒らします。\nID:KOaLU83g は墓荒らし対象選択を取り消します。\nID:KOaLU83g は墓を荒らしません。\n能力発動メッセージ\nID:KOaLU83g は 魔法少女 しえすた の墓を荒らして 共鳴者 になりました。\n
侠客	侠客（侠）【村人陣営】\n一日だけ襲撃に耐えられ、護衛のときには自分が身代わりになる狩人です。\n（要するに自分対しての襲撃を含めて一度だけ襲撃を防げる狩人です）\nセットメッセージ\nID:5ZiORCuP は 管理者 あどみん を護衛します。\nID:5ZiORCuP は護衛対象選択を取り消します。\n能力発動メッセージ\nID:5ZiORCuP は、管理者 あどみん を護衛しています。\nID:5ZiORCuP は、管理者 あどみん を護衛しています。(ランダム)\nID:5ZiORCuP は、Operaマスター asd を護衛しています。\nしかし Operaマスター asd に襲われました。\nID:5ZiORCuP は、Operaマスター asd を護衛しています。(ランダム)\nしかし Operaマスター asd に襲われました。\n
豪傑	豪傑（豪）【村人陣営】\n一度だけ襲撃に耐えられ、護衛のときには自分が身代わりになる狩人です。\n（要するに自分に対しての襲撃を含めて二度護衛ができる狩人です）\nセットメッセージ\nID:qBbdpVax は 管理者 あどみん を護衛します。\nID:qBbdpVax は護衛対象選択を取り消します。\n能力発動メッセージ\nID:qBbdpVax は、管理者 あどみん を護衛しています。\nID:qBbdpVax は、管理者 あどみん を護衛しています。(ランダム)\n
門番	門番（門）【村人陣営】\n直前の投票で自身に投票した者を全て護衛する狩人です。\n複数同時に護衛できますが自分では指定できません。\n自投票オプションONの時に自投票しても自分は護衛できません。\n能力発動メッセージ\nID:nkxeAKrj は、管理者 あどみん を護衛しています。\n
傭兵	傭兵（傭）【特殊陣営】\nどこにも属さない特殊な役職です。\n終了時に護衛成功者が一人でも生存していると勝利陣営関係なく勝利になる狩人です。\n自身も護衛可能です。\nセットメッセージ\nID:IHMKPGoQ は くるくる～ クルモン を護衛します。\nID:IHMKPGoQ は護衛対象選択を取り消します。\n能力発動メッセージ\nID:IHMKPGoQ は、くるくる～ クルモン を護衛しています。\nID:IHMKPGoQ は、くるくる～ クルモン を護衛しています。(ランダム)\n
奇術師	奇術師（奇）【人狼陣営】\n他者の姿をすり替えることができる狂人です。\n2名を選択して姿名前をすり替えます。自身も選択できます。\nサブ役職は入れ替わりません。\nこの役職が編成に含まれると強制的にID公開オフになります。\nセットメッセージ\nID:5Fd0vwhr は くるくる～ クルモン と ID:5Fd0vwhr をすり替えます。\nID:5Fd0vwhr はすり替え対象選択を取り消します。\nID:5Fd0vwhr はすり替えません。\n能力発動メッセージ\nID:5Fd0vwhr は くるくる～ クルモン と ID:5Fd0vwhr をすり替えました。\nID:5Fd0vwhr は くるくる～ クルモン Twister と ID:5Fd0vwhr をすり替えました。(ランダム)\n
道化師	道化師（化）【人狼陣営】\n他人の姿をコピーできる狂人です。並びもランダムで変更されます。\nこの役職が編成に含まれると強制的にID公開オフになります。\nセットメッセージ\nID:NwcZGuMY は 幼女 ようじょ の姿になります。\nID:NwcZGuMY は変装対象選択を取り消します。\nID:NwcZGuMY はコピーしません。\n能力発動メッセージ\nID:NwcZGuMY は 幼女 ようじょ の姿をコピーしました。\nID:NwcZGuMY は 幼女 ようじょ の姿をコピーしました。(ランダム)\n
詐欺師	詐欺師（詐）【人狼陣営】\n1度だけ能力発動の準備をした次の日の投票時に自身に投票した者全てと絆を結ぶ狂人です。\nセットメッセージ\nID:ZBdoSM7a は仕掛けの準備をします。\nID:ZBdoSM7a は準備を取りやめました。\nID:ZBdoSM7a は準備しません。\n能力発動メッセージ\nID:ZBdoSM7a は今日仕掛けます。\n能力発動メッセージ（投票側表示）\n魔法少女 しえすた は ID:ZBdoSM7a と絆を結びました。\n
爆弾魔	爆弾魔（爆）【人狼陣営】\n一度だけ罠を設置できる罠師の狂人版です。\nセットメッセージ\nID:xJUFDYNQ は ほむほむ ほむら に罠を設置します。\nID:xJUFDYNQ は罠対象選択を取り消します。\nID:xJUFDYNQ は設置しません。\n能力発動メッセージ\nID:xJUFDYNQ は ほむほむ ほむら に罠を仕掛けました。\nID:xJUFDYNQ は ほむほむ ほむら に罠を仕掛けました。(ランダム)\n
凶人	凶人（凶）【人狼陣営】\n占われると占った占い師を呪い殺せる狂人です。\n能力発動メッセージ\nヒロイン KL は、ID:Jqfgq5AN を占いました。\nID:Jqfgq5AN は 人間のようです。\nいや、違う！ あの手は何だ！ ああ！ 窓に！ 窓に！\n
強人	強人（強）【人狼陣営】\n襲撃死しない狂人です。\n
泥棒	泥棒（泥）【人狼陣営】\n1度だけ選択対象の役職を奪う狂人です。自身の役職は変更されません。\n元が村陣営の場合は【村人】に、村陣営以外の場合は【狂人】になります。\nセットメッセージ\nID:jGl5eHvu は 人狼猫 アイナス の能力を奪います。\nID:jGl5eHvu は剥奪対象選択を取り消します。\nID:jGl5eHvu は奪いません。\n能力発動メッセージ\nID:jGl5eHvu は 人狼猫 アイナス の役職を奪いました。\nID:jGl5eHvu は 人狼猫 アイナス の役職を奪いました。(ランダム)\n
怪盗	怪盗（変）【人狼陣営】\n変装準備をした日に犠牲者がいた場合、その日の死者と身体を入れ替えます。\nその日犠牲者が誰もいなかった場合は生存者の中からランダムで姿をコピーします。\nこの役職が編成に含まれると強制的にID公開オフになります。\nセットメッセージ\nID:FSmBoOVK は変装します。\nID:FSmBoOVK は変装準備を取り消します。\nID:FSmBoOVK は変装しません。\n能力発動メッセージ\nID:FSmBoOVK は 幼女 ようじょ の姿に変装しました。\n
這い寄る混沌	這い寄る混沌（這）【妖魔陣営】\n占われた日の夜、自分以外に犠牲者がいた場合その人物の姿と入れ替わる妖魔です。\nこの役職が編成に含まれると強制的にID公開オフになります。\n能力発動メッセージ\nID:Qua4Dc0p は 管理者 あどみん の姿に変えます。\n
旧支配者	旧支配者（旧）【妖魔陣営】\nふんぐるい むぐるうなふ くとぅるう るるいえ うがふなぐる ふたぐん\n生存している間全員が暗闇状態になる妖魔です。\n旧支配者本人は暗闇にはなりません。\n
ネクロマンサー	ネクロマンサー（ネ）【妖魔陣営】\n妖魔陣営ですが自身は妖魔に含まれません。\n死者を死徒（下僕＋悪霊）にして蘇らせられます。支配した死徒が死亡すると再び新たな死徒を作ることができます。同じ対象を選ぶことも可能です。\n自身は妖魔ではないので他に妖魔がいるか死徒を作らない限り勝利になりません。\n死徒化をしていない状態で死亡すると一度だけ自身を死徒化して自己蘇生します。自己蘇生した場合は死徒化能力を失います。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\nセットメッセージ\nID:WexDT9ag は 魔法少女 しえすた を支配します。\nID:WexDT9ag は支配対象選択を取り消します。\nID:WexDT9ag は支配しません。\n能力発動メッセージ\nID:WexDT9ag は 魔法少女 しえすた を支配しました。\n魔法少女 しえすた は ID:WexDT9ag の死徒になりました。\nID:WexDT9ag は 魔法少女 しえすた を支配しています。\n
ドラキュラ	ドラキュラ（伯）【妖魔陣営】\n初日に任意の対象を支配して下僕にすることができる妖魔です。\n下僕になった者は妖魔陣営になります。（妖魔化ではなく背徳者化）\nセットメッセージ\nID:JVFixsT9 は 妖精 めりー を支配します。\nID:JVFixsT9 は支配対象選択を取り消します。\n能力発動メッセージ\nID:JVFixsT9 は 妖精 めりー を支配しました。\n妖精 めりー は ID:JVFixsT9 の下僕になりました。\nID:JVFixsT9 は 妖精 めりー を支配しました。(ランダム)\n妖精 めりー は ID:JVFixsT9 の下僕になりました。\n
忠犬	忠犬（忠）【村人陣営】\n終了判定では人狼にも人間にも数えません。\n開始時に村人側の1人と一方的な絆状態とその従者になります。相手側からはわかりません。\n占い/霊能の結果が人狼と判定されます。\n開始時の編成公開メッセージ直後\nID:Oj9RnxVi は ささへい 笹平 と深い絆を結んでいます。\n
鬣犬	鬣犬（鬣）【蝙蝠陣営】\nハイエナ。\nどこにも属さない特殊な陣営です。\n占い/霊能共に人狼判定でる蝙蝠です。人狼の数にも人間の数にも含まれません。\n最後まで生存していると勝利陣営に関係なく勝利になります。死亡していると勝利陣営に関係なく敗北になります。\n
山羊	山羊（贄）【村人陣営】\n終了判定では人狼にも人間にも数えません。\n処刑されたとき村人陣営の者を1人蘇生させます。いない場合は何も起こりません。（生贄と同じ効果です）\nこの役職が編成に含まれると強制的に墓下公開オフになります。\n能力発動メッセージ\nID:ov9hjtfW を生贄として 管理者 あどみん が蘇ります。\n
子羊	子羊（羊）【村人陣営】\n終了判定では人狼にも人間にも数えません。\n開始時に全体公開メッセージで自身が子羊だと知らされます。\n襲撃されると襲撃者の中の1人が一度だけ占いの結果が人間と出るようになります。\n羊の皮を被るのは襲撃をセットした者が優先されます。\nダミーがこの役職になった場合は何も起こりません。\n開始時メッセージ\nID:eeB5Bkil は 子羊 です。\n襲撃が成功した場合（襲撃側表示）\n人狼猫 アイナス は羊の皮を被りました。\n
僧侶	僧侶（侶）【村人陣営】\n4日目以降、偶数日の朝に現在生存している村人陣営の人数が判明します。\nサブ役職は反映されません。\n能力発動メッセージ\n現在生存している村人陣営は 7 人です。\n
和尚	和尚（和）【村人陣営】\n3日目以降、奇数日の朝に現在死亡している村人陣営の人数が判明します。\nサブ役職は反映されません。\n能力発動メッセージ\n現在犠牲になった村人陣営は 3 人です。\n
シスター	シスター（尼）【村人陣営】\n4日目以降、偶数日の朝に現在生存している村人陣営以外の人数が判明します。\n【陣営変化】した者も人外として含まれます。\n能力発動メッセージ\n現在討伐すべき人外数は 3 人です。\n
神父	神父（父）【村人陣営】\n3日目以降、奇数日の朝に現在死亡している村人陣営以外の人数が判明します。\n【陣営変化】した者も人外として含まれます。\n能力発動メッセージ\n現在討伐した人外数は 1 人です。\n
人形遣い	人形遣い（操）【村人陣営】\nダミーの口を借りて発言することが出来ます。\nダミー死亡後も通常通りに発言できます。\nダミーなしの場合はID発言になります。\nこの役職が編成に含まれると強制的にID公開オフになります。\n
傀儡師	傀儡師（傀）【人狼陣営】\n人形遣いの狂人版です。\n毎夜一人を選んでその相手の口から発言することができます。\n1日ごとに操る相手を変更出来ますが、日の途中での変更はできません。\n死者を選んで死者の口から発言することも可能です。\nこの役職が編成に含まれると強制的にID公開オフになります。\nセットメッセージ\nID:Fs8QCVlX は ジャンキー ピノ を操ります。\nID:Fs8QCVlX は操り対象選択を取り消します。\nID:Fs8QCVlX は何もしません。\n能力発動メッセージ\nID:Fs8QCVlX は ジャンキー ピノ を操って傀儡にします。\nID:Fs8QCVlX は ジャンキー ピノ を操って傀儡にします。（ランダム）\n
ギャンブラー	ギャンブラー（賭）【村人陣営】\n毎夜賭に出るか選択できます。\n賭に出なかった場合はその日の投票は0になりますが、その日の投票分はストックされます。\n賭に出た場合はたまっている票数全てをその日の投票に使います。何票入れたかも公開されます。\n※この役職が編成に含まれると強制的に票数公開オフになります。\nセットメッセージ\nID:THFuWf80 は賭に出ます。\nID:THFuWf80 は賭に出ることを取り消します。\nID:THFuWf80 は賭に出ません。\n投票直後のメッセージ\nID:THFuWf80 の現在の持ち票は 2 票です。\n
イカサマ師	イカサマ師（欺）【人狼陣営】\nギャンブラーの狂人版です。\nギャンブラーと違い票数が公開されません。\n※この役職が編成に含まれると強制的に票数公開オフになります。\nセットメッセージ\nID:xBWdxcil は賭に出ます。\nID:xBWdxcil は賭に出ることを取り消します。\nID:xBWdxcil は賭に出ません。\n投票直後のメッセージ\nID:xBWdxcil の現在の持ち票は 1 票です。\n
陰陽師	陰陽師（陰）【村人陣営】\n占いと同時に襲撃を防げます。\n占われた対象はその日襲撃で死なないようになりますが別の占い師による占いは失敗になります。\nセットメッセージ\nID:c2Shm4bp は 管理者 あどみん を占います。\nID:c2Shm4bp は占い対象選択を取り消します。\n能力発動メッセージ\nID:c2Shm4bp は、管理者 あどみん を占いました。\n管理者 あどみん は 人間のようです。\nID:c2Shm4bp は、携帯戦士 バラぽい を占いました。(ランダム)\n携帯戦士 バラぽい は 人狼のようです。\n邪魔狂人に邪魔された場合\nID:c2Shm4bp は、公式アカウント Twister を占いました。\nしかし何かの力に邪魔されました。\nID:c2Shm4bp は、公式アカウント Twister を占いました。(ランダム)\nしかし何かの力に邪魔されました。\n
祓魔師	祓魔師（祓）【村人陣営】\n妖魔退治に特化した役職です。\n自分以外の一人を祓って妖魔を退治できます。\n死亡する対象は【呪殺役職】と【逆呪殺役職】と【妖魔系全て】です。占いで死なない妖魔も溶かせます。逆呪殺も無効です。\n但し夕鶴の共倒れは有効です。帽子屋も正気に戻せます。悪魔から悪霊化されません。\nセットメッセージ\nID:pNkUT9Qi は 乳首 つかにゃん を祓います。\nID:pNkUT9Qi は祓い対象選択を取り消します。\nID:pNkUT9Qi は祓いません。\n能力発動メッセージ\nID:pNkUT9Qi は 乳首 つかにゃん を払いました。\nID:pNkUT9Qi は 乳首 つかにゃん を払いました。（ランダム）\n
召喚師	召喚師（召）【村人陣営】\n一度だけ生贄を選択します。\n生贄になった者が処刑されたとき、生贄と同じ陣営の者が復活します。\n処刑以外で死んだ場合や対象がいなかった場合は何も起こりません。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\nセットメッセージ\nID:S1AFoLGh は 執務官 Rain を生贄にします。\nID:S1AFoLGh は生贄対象選択を取り消します。\nID:S1AFoLGh は何もしません。\n能力発動メッセージ\nID:S1AFoLGh は 執務官 Rain を生贄にしました。\nID:S1AFoLGh は 執務官 Rain を生贄にしました。（ランダム）\n
錬金術師	錬金術師（錬）【村人陣営】\n一度だけ一人の命を犠牲にして一人を蘇生することが出来ます。\n但し犠牲となる者と蘇生させる者の陣営が違う場合、もしくは犠牲になる者がその夜既に死亡していた場合は失敗して自身が死亡してしまいます。\nサブ役職は反映されません。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\nセットメッセージ\nID:MHAE5zTC は 大泉 ガガガ を媒介にして レアキャラ がんこちゃん を錬成します。\nID:MHAE5zTC は錬金術対象選択を取り消します。\nID:MHAE5zTC は何もしません。\n能力発動メッセージ\nID:MHAE5zTC は 大泉 ガガガ を媒介にして レアキャラ がんこちゃん の魂を錬成しました。\nID:MHAE5zTC は ほむほむ ほむら を媒介にして レアキャラ がんこちゃん の魂を錬成しました。\nしかし失敗して自らの魂を持って行かれました。\n
ペテン師	ペテン師（ペ）【人狼陣営】\n一度だけ占い師を騙してその一夜の間だけ占い結果を逆にする狂人です。\nセットメッセージ\nID:u2OCcjm9 は nemi ねみ を騙します。\nID:u2OCcjm9 はペテン対象選択を取り消します。\nID:u2OCcjm9 は何もしません。\n能力発動メッセージ\nID:u2OCcjm9 は nemi ねみ を騙くらかしました。\nID:u2OCcjm9 は nemi ねみ を騙くらかしました。（ランダム）\n
放火魔	放火魔（火）【人狼陣営】\n一人の占い/霊能の結果を人狼に変更できる狂人です。\nセットメッセージ\nID:VywzKzfa は バーテン なこる に放火します。\nID:VywzKzfa は放火対象選択を取り消します。\nID:VywzKzfa は何もしません。\n能力発動メッセージ\nID:VywzKzfa は バーテン なこる に放火しました。\nID:VywzKzfa は バーテン なこる に放火しました。（ランダム）\n
工作員	工作員（工）【人狼陣営】\n毎晩一夜の間だけ選択された対象が占われると失敗するようにできる狂人です。\n失敗した場合は邪魔狂人の邪魔と同様の結果になります。\n但し選択対象はその夜だけ襲撃で死なないようになります。\nセットメッセージ\nID:vA7LvY5x は 中国産 nananana の情報を工作します。\nID:vA7LvY5x は工作対象選択を取り消します。\nID:vA7LvY5x は何もしません。\n能力発動メッセージ\nID:vA7LvY5x は 中国産 nananana の情報を工作しました。\nID:vA7LvY5x は 中国産 nananana の情報を工作しました。（ランダム）\n
丑刻参	丑刻参（丑）【人狼陣営】\n毎晩一人に呪いをかけて占いで死亡するようにできる狂人です。\n呪われた者はその夜の間だけ占われると死んでしまいます。\n呪った夜は丑刻参本人も占われると死にます。\nセットメッセージ\nID:0bKb3l4q は 落ち葉 LEAF に呪いをかけます。\nID:0bKb3l4q は呪い対象選択を取り消します。\nID:0bKb3l4q は何もしません。\n能力発動メッセージ\nID:0bKb3l4q は 落ち葉 LEAF に呪いをかけました。\nID:0bKb3l4q は 落ち葉 LEAF に呪いをかけました。（ランダム）\n
宗祖	宗祖（宗）【教祖陣営】\n布教した信者の役職がわかる教祖です。\nセットメッセージ\nID:8emIlbf0 は バーテン なこる に布教します。\nID:8emIlbf0 は布教対象選択を取り消します。\nID:8emIlbf0 は布教しません。\n能力発動メッセージ\nID:8emIlbf0 は、バーテン なこる に布教を行いました。\nバーテン なこる は信者になりました。\nバーテン なこる は キューピット のようです。\nID:8emIlbf0 は、バーテン なこる に布教を行いました。(ランダム)\nバーテン なこる は信者になりました。\nバーテン なこる は キューピット のようです。\n
開祖	開祖（開）【教祖陣営】\n開始時に人数の4分の1の数を信者にする教祖です。開祖が複数いても信者の数は増えません。\n開始時の編成公開メッセージ直後\nこの村の信者は、管理者 あどみん、画像職人 ガリレイ、ささへい 笹平 です。\nセットメッセージ\nID:KzhjiUQ9 は 暇bot にわにわ に布教します。\nID:KzhjiUQ9 は布教対象選択を取り消します。\nID:KzhjiUQ9 は布教しません。\n能力発動メッセージ\nID:KzhjiUQ9 は、暇bot にわにわ に布教を行いました。\n暇bot にわにわ は信者になりました。\nID:KzhjiUQ9 は、暇bot にわにわ に布教を行いました。(ランダム)\n暇bot にわにわ は信者になりました。\n
始祖	始祖（始）【教祖陣営】\n一度だけ死者にも布教できる教祖です。死者に布教すると翌朝蘇生します。\nこの役職が編成に含まれると強制的に墓下公開オフになります。\nセットメッセージ\nID:EkSSTTub は 中国産 nananana に布教します。\nID:EkSSTTub は布教対象選択を取り消します。\nID:EkSSTTub は布教しません。\n能力発動メッセージ\nID:EkSSTTub は、中国産 nananana に布教を行いました。\n中国産 nananana は信者になりました。\nID:EkSSTTub は、中国産 nananana に布教を行いました。(ランダム)\n中国産 nananana は信者になりました。\n
元祖	元祖（元）【教祖陣営】\n布教すると同時に信者を護衛する教祖です。占いも失敗します。\nあくまで布教の分類なので罠などの護衛時に起こる変化は影響ありません。\nセットメッセージ\nID:Xlgak0WX は くるくる～ クルモン に布教します。\nID:Xlgak0WX は布教対象選択を取り消します。\nID:Xlgak0WX は布教しません。\n能力発動メッセージ\nID:Xlgak0WX は、くるくる～ クルモン に布教を行いました。\nくるくる～ クルモン は信者になりました。\nID:Xlgak0WX は、くるくる～ クルモン に布教を行いました。(ランダム)\nくるくる～ クルモン は信者になりました。\n
帝狼	帝狼（帝）【人狼陣営】\n最初の投票先人物を自身の従者にして人狼の囁きを使用できるようにする人狼です。\n初回投票時\nID:HQ4qDacM は 執務官 Rain を従えました。\n
黒狼	黒狼（黒）【人狼陣営】\n最初の襲撃先人物の占い/霊能結果を人狼に変化させる人狼です。\n初日からダミー以外を襲撃先としてセットでき、襲撃を行わずにそのセット先に狼火を付加させます。襲撃先がダミーの場合は発動しません。\nそれ以降その相手の占い/霊能結果は人狼になります。\n黒狼の初回の襲撃は無効となります。ただしダミーありの村の場合はダミー襲撃は行われます。\n自身や仲間の人狼にもセット可能です。\n仲間の人狼が存在せず初日以降に能力未使用時の場合、黒狼の初回襲撃は無効となるので襲撃は行われません。\n初回襲撃時\nID:ZnlkyqV9 は てへぺろ カイエン に狼煙を仕掛けました。\n
霧狼	霧狼（霧）【人狼陣営】\n自身と最初の襲撃先人物の占い結果を失敗させる人狼です。\n初日からダミー以外を襲撃先としてセットでき、襲撃を行わずにそのセット先に鬼火を付加させます。襲撃先がダミーの場合は発動しません。\nそれ以降その相手の占い結果が邪魔狂人に邪魔されたときと同様の結果になります。\n占いそのものが失敗になるので呪殺などの占い時に起こる変化も起きません。\n霧狼の初回の襲撃は無効となります。ただしダミーありの村の場合はダミー襲撃は行われます。\n自身や仲間の人狼にもセット可能です。\n仲間の人狼が存在せず初日以降に能力未使用時の場合、霧狼の初回襲撃は無効となるので襲撃は行われません。\n初回襲撃時\nID:t0WXxZih は ヒロイン KL の周囲を霧でつつみ妨害します。\n
牙狼	牙狼（牙）【人狼陣営】\n最初の襲撃先人物に目印を付け、襲撃を成功させる人狼です。\n初日からダミー以外を襲撃先としてセットでき、襲撃を行わずにそのセット先を護衛無効状態にさせます。襲撃先がダミーの場合は発動しません。\n対象が護衛されていようが妖魔であろうが必ず成功します。（絶対者/絶対人狼を除く）\n牙狼の初回の襲撃は無効となります。ただしダミーありの村の場合はダミー襲撃は行われます。\n仲間の人狼が存在せず初日以降に能力未使用時の場合、牙狼の初回襲撃は無効となるので襲撃は行われません。\n初回襲撃時\nID:F5MND97Z は 乳首 つかにゃん を獲物に見定めました。\n
半狼	半狼（半）【人狼陣営】\n占い、霊能共に人狼判定が出る狂人です。\n襲撃された時に人狼になります。\n能力発動メッセージ\nID:S6CAhjNo は 眠っていた血が目覚め 人狼 になりました。\n
半妖	半妖（混）【妖魔陣営】\n妖魔の狂人です。\n占われるか襲撃された時に妖魔になります。\n能力発動メッセージ\nID:1Jc81iNV は 眠っていた血が目覚め 妖魔 になりました。\n
魔人	魔人（魔）【妖魔陣営】\nあなたは人間と妖魔の境にいる魔人。\n妖魔で有りながら呪殺を逃れ、人間で有りながら襲撃を逃れる者です。\nあなたは襲撃/呪殺をされても一度だけ負傷をしながらも逃れられます。\n但し逃れられるのは一度きり、傷を負ったあなたに次はありません。\n能力発動メッセージ\nID:pKUzEIA2 は傷を負いましたが、なんとか撃退しました。\n
囚人	囚人（囚）【村人陣営】\n刑の執行を待ち望んでいる罪人です。\n村人勝利時に自身が死亡していないと勝利になりません。\nサブ役職で【陣営変化】していた場合は影響ありません。\n
四月馬鹿	四月馬鹿（四）【人狼陣営】\n生存している間、占いの結果が逆になる狂人です。（人間→人狼、人狼→人間）\n
破綻者	破綻者（破）（仮称）【人狼陣営】\n初日に一人を発狂させる狂人です。\nセットメッセージ\nID:R4zUvbXR は 消防団員 us を破綻させます。\nID:R4zUvbXR は破綻対象選択を取り消します。\n能力発動メッセージ\nID:R4zUvbXR は 消防団員 us を人格破綻させました。\nID:R4zUvbXR は 消防団員 us を人格破綻させました。(ランダム)\n
煽動者	煽動者（煽）【人狼陣営】\n村人陣営の処刑が行われた場合、処刑者を増やすことができる狂人です。\n煽動者の投票先が【人外変化】していない村人陣営でその投票先が処刑された場合、煽動者もろとも処刑者に投票した者全てが処刑されます。\n処刑者が人狼や妖魔など村人陣営以外だった場合は追加処刑は行われません。\n
革命家	革命家（革）【人狼陣営】\n革命を起こした狂人です。\n革命家の生存時は最小得票数の者が処刑されます。\n生存時は再投票ONの場合自動的に決選投票式になります。\n革命家の持ち票は0票です。\n※この役職が編成に含まれると強制的に票数公開オフになります。\n
フォロワー	フォロワー（Ｆ）【特殊陣営】\nどこにも属さない特殊な陣営です。\n開始時に自分とダミーを除いた参加者の4分の1をフォローします。\nフォローしている者が1人でも最後まで生存していたら勝利になります。\n開始時の編成公開メッセージ直後\nID:elAONuoZ は、大泉 ガガガ、ほむほむ ほむら、落ち葉 LEAF をフォローしています。\n
フェイカー	フェイカー（贋）【人狼陣営】\n1度だけ生存者、死亡者全ての中から1人を選んで能力をコピーできる狂人です。\nコピーしている間は役職・陣営ごと移りますが終了時に元のフェイカーに戻ります。ただしコピー時に発狂が付加され狂人判定が残ります。\nコピーした役職は終了判定にも含まれますが終了時には元に戻ります。\nセットメッセージ\nID:qLVBnNch は seto 瀬戸 の能力をコピーします。\nID:qLVBnNch はコピー対象選択を取り消します。\n能力発動メッセージ\nID:qLVBnNch は seto 瀬戸 の能力をコピーして 風来狩人 になりました。\nID:qLVBnNch は seto 瀬戸 の能力をコピーして 風来狩人 になりました。(ランダム)\nID:qLVBnNch の 風来狩人 の姿はフェイク。フェイカー に戻ります。\n
ストーカー	ストーカー（ス）【恋人陣営】\n初日の夜に対象を選んで一方的に恋人になる恋人陣営です。\nセットメッセージ\nID:zJnTJYZT は てへぺろ カイエン に愛を求めます。\nID:zJnTJYZT は求愛対象選択を取り消します。\n能力発動メッセージ\nID:zJnTJYZT は てへぺろ カイエン に恋に落ちました。\nID:zJnTJYZT は てへぺろ カイエン に恋に落ちました。(ランダム)\n
